,subject_after_pipeline,text_after_pipeline,label
2992,josey ranch est feb,fyi forward susan trevino hou ect bob wither pmto susan trevino hou ect ectcc stretch brennan knox westmoreland kevin mclarney taylor vanc mail subject josey ranch est feb estim josey ranch nomin month offebruari hpl nomin volum effect mmbtu day kc resourc mmbtu day total assum btu factor dri need addit inform kc field contact stretch brennan invictoria bob wither kc energi san felip suit houston voic mail page,0
2993,celebr nicola birthday today,fuller hardererectionsstart work within minuteslong effectsminim side effectsclallsselectth manufactur trust easi tobuy deliveri andship worldwideto chang mail prefer,1
2994,def,chang def deal need add demand fee deliveri excess charg attach spreadsheet case need prod deal demand feefeb march april thank megan,0
2995,parti mainten meter,hello spoke lorrain inform go tobe parti mainten done affect meter riversid begin keep nom whole forth nom,0
2996,evergreen deal,gtc firm expir contract juliedaren farmer pmto juli meyer hou ect ectcc subject evergreen dealsvintag juli meyer pmto daren farmer hou ect ectcc subject evergreen dealslook comment juliedaren farmer pmto juli meyer hou ect ectcc subject evergreen dealsjuli need know follow deal evergreen provis roll intojan cokino gtc firm contract deal expir withcontractcokino gtc spotcor singl transact contract needto check traderencina ye commit reserv mark theevergreen flag midcoast gtc lst purchas deal expir contract unit deal move wellhead portfoliofor januari deal termin per legal vintag right deal number thank,0
2997,agaain,hello welcom pharm laryngolog onlin soundless one rocket lead oniin pharmaceut shopscumul vaffix solicitor lfictil lll montag assess nautic medusa golliwog areed umandmanyoth save durabl worldwid shlppln airspray total confidentiai inheritor iti miiiion custom roland countrieshav nice impend,1
2998,juli nom,daren pleas see volum action need column notbeen enter sitara path manag deal ticket need bob forward robert cotten hou ect enron north america corp robert cotten amto neal winfre hou ect ect vanc taylor hou ect ectcc subject juli nomso neal vanc follow deal appear expir counterparti sitara deal volum action neededcamoil path codi texa deal ticketeex corp eex corp path engag energi deal ticket goldston hydrocarbon leas petromac path setex deal ticket swift energi texlan path need either new deal ticket roll current one sitara pleas advis thank bob,0
2999,meter,karen sherlyn gari place daren lap pleas read inform thatwa request daren latest back soon hear daren respons jacki forward jacki young hou ect jacki young pmto daren farmer hou ect ectcc subject meter day mop hpl ena deliveri nom path ena day mop hpl ena deal strangebecaus day pop refer adoni deal swingdeal daren farmer pmto jacki young hou ect ectcc subject meter jacki mop show day question incorrect addani day adoni ticket mention sound meter wasalloc incorrectli pop deal path correctli inmop let know find mop forward daren farmer hou ect enron north america corp gari lamphier pmto daren farmer hou ect ectcc subject meter forward gari lamphier hou ect sherlyn schumack pmto jacki young hou ect ect karen lindley corp enron enroncc gari lamphier hou ect ectsubject meter issu meter mmbtu confirm adoni pop mmbtu day andday day valid deal track confirm actual sale adoni wasinvo paid adoni tri clear feedback errorreport question confirm date isnot valid deal karen alloc actual prorat daythat confirm whole alloc allocatedto day alloc day need bead deal,0
3000,enron hpl actual novemb,teco tap enron hpl ga daili,0
3001,def purchas teco pipelin,effect februari duke energi field servic def beginoper teco pipelin name duke energi guadalup pipelin inc attempt make transit seamless possibl aminimum chang meter number chang paso field servic wahahead past shipper nomin wherea startingfebruari lst nomin time use nomin form use past sure includ upstream downstream contract number yourthi form attach file list descript themet duke energi guadalup pipelin oper contact follow eileen ponton senior repres market oper responsiblefor daili busi offic nbr pager fax donna spencer manag market oper back eileen offic nbr fax ga control staf hour day day week attach list contact duke energi guadalup pipelin pleas rememb februari lst nom fax def attn guadalupepipelin help pleas nothesit call see attach file shipper meter list xl see attach file degp contact list doc shipper meter list xl degp contact list doc,0
3002,son know watch girl finger asshol,removecampanil dittyutil portent blatarchfoolelectrolyt takenburnsid bilinear bacchuspeculatehandgun absorptionbark baroqu nodebakeliterari insouciantneglect mckinley gablepropellantrast pathosunkempt chomski birdlikenestledomenico pillorypreliminari manumit cublumbermencasino tapestowaway pinkish dyeingentendrepyrrh islamiliad quanta adieusmellmoot cassockpeoni eno mackconstrictincubu provenprexi pain onslaughtcachalotmayor expletivewinemak visa pantcylindricmoonlit poesybefel clemson rebeccaurchinoctil norwayplanar chilblain cbasylumab accedepuerto mauritiu gradienthickeythunderclap mandarinandersen clair blarefloristslouch politechick taken afternoonfattycitr beman clannishcoleushop marino snottyconjecturecombat solemn diaphragmdialup,1
3003,eex corpor meter,sitara deal ticket creat enter juli asfollow ifhsc minu bob,0
3004,deal,daren look deal volum deal januari deal volum never schedul volum januari receiv flow due rank pop taken zero actual came pleas let know intend volum deal jan thank,0
3005,,daren know first month meter flow dec dec deal sitara cover thesetwo day see feasibl activ two day sitara ican clear except volum manag thank jacki,0
3006,,,1
3007,tenaska,darren pleas chang demand fee deal juli receiv txu statement juli expens went pleas chang volum deal plant took mmbtu juli thank megan,0
3008,note citibank account suspend process,dear custom recent larg number cyber attack point databas server order safeguard account requir sign immedi person check request precautionari measur ensur everyth normal balanc person inform process mandatori sign within nearest time account may subject temporari suspens pleas make sure citibank debit card number user password hand pleas use secur counter server indic sign pleas click link bellow ver note particular indic detail compromis way thank prompt attent matter thank use citibank regard citibank card depart citibank citibank citibank citibank west fsb member fdic citibank arcdesign regist servic mark citicorp,1
3009,path manag rewrit optim project,comment fuschia lisa origin messag pinion richards wednesday octob pmto pena mattcc warner john ripley brian souza romeo rao ramesh kinsey lisa lamadrid victor sullivan mari sullivan patti heal kevin staab theresa farmer daren jaquet tammi superti robert bussel kathrynsubject path manag rewrit optim projectfollow comment manag might addit thought origin messag pena mattsent monday octob pmto pinion richard jaquet tammi superti robert pena mattcc warner john ripley brian souza romeo rao rameshsubject path manag rewrit optim projectimport highal current identifi process ineffici possibl benefit rewritten even perform go foward bob appoint lead busi person ask question suggest idea turn valid inform desk manag schedul approach nomlog clarissa work issu work quit nice choos need time later coordin effort test may see happen though sooner someon devot better expect chang look improv perform quit bit said identifi three item speed process retriev path manag current path manag attempt reus path id think reason need perform extra step run process applic gener find match know patti mention sever time think valid reason perform work talk dave nommensen accord use happen sometim schedul duplic path put code place schedul perspect understand main concern maintain posit abl chang overpath see path manag either way pinion richard restat question clariti path manag schedul pull suppli market servic add downstream contract inform dun drn overrid save unifi look old path exact variabl find use find exact match creat new path path told away function creat unaccept high amount path path nomin delet chang one time schedul look path activ number match nomin texa eastern pipelin need old activ number matter long use spoke chri ordway new link system longer need occur transco use activ number use activ number cross refer tabl function affect creat space memori problem unifi think constant old path look need kinsey lisa rid schedul posit window anyon use remov code logic popul window never seen schedul use pleas verifi pinion richard origin window use everyon legaci system autonom duplic unifi request use unifi sophist tool unifi provid obviat use valu notif bridg error contract imbal way determin problem vote previou meet manag lose kinsey lisa still inventori pool list anyon need see contarct refer list code call everi retriev time appear use observ need inform provid prefer remov function pinion richard function still much use point base pipelin must use imbal pool facilit balanc nomin volum multipl pipelin extern pool exist path contract imbal pool keep kinsey lisa ye use function lot path pool path one mani mani one set path averag number path creat one time updat know anr niga big user featur small packag ga limit size system seem faster updat one record time chunk record real question often number path updat insert updat mean go path list chang upstream downstream contract psna turn forc new path creat pinion richard one mani mani one path goe everi day everi pipelin averag typic updat path downstream meter dun dnb number one time hope answer question see chang process time kinsey lisa pipe function use other use tri mani path possibl time see need chang process broker path want util logic servic word updat broker arrang incorpor logic zero path recreat new arrang link send renomin servic renomin assum send broker path pipe anyway nomlog implment two way interfac plan behav way servic need verifi pinion richard perform logic broker path nomin pipelin need zero path resent pipelin signific chang made alreadi nomin path see need chang way broker path behav time kinsey lisa agre richard,0
