,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
ofth,78,40,38,0.00022638683705662282,0.00016058646175834147,0.0003980891719745223
other,77,49,28,0.00022348444170974306,0.0001967184156539683,0.0002933288635601743
purpos,77,40,37,0.00022348444170974306,0.00016058646175834147,0.0003876131411330875
measur,77,55,22,0.00022348444170974306,0.0002208063849177195,0.00023047267851156555
kc,77,77,0,0.00022348444170974306,0.00030912893888480734,0.0
paso,77,77,0,0.00022348444170974306,0.00030912893888480734,0.0
dan,77,69,8,0.00022348444170974306,0.000277011646533139,8.380824673147838e-05
pick,77,35,42,0.00022348444170974306,0.00014051315403854878,0.0004399932953402615
condit,77,40,37,0.00022348444170974306,0.00016058646175834147,0.0003876131411330875
ponton,77,77,0,0.00022348444170974306,0.00030912893888480734,0.0
stranger,77,76,1,0.00022348444170974306,0.0003051142773408488,1.0476030841434798e-05
vol,77,70,7,0.00022348444170974306,0.00028102630807709755,7.333221589004358e-05
enw,77,77,0,0.00022348444170974306,0.00030912893888480734,0.0
safe,77,16,61,0.00022348444170974306,6.423458470333658e-05,0.0006390378813275226
sandi,77,76,1,0.00022348444170974306,0.0003051142773408488,1.0476030841434798e-05
standard,77,55,22,0.00022348444170974306,0.0002208063849177195,0.00023047267851156555
databas,77,43,34,0.00022348444170974306,0.00017263044639021706,0.0003561850486087831
lower,77,43,34,0.00022348444170974306,0.00017263044639021706,0.0003561850486087831
mccoy,76,75,1,0.00022058204636286327,0.00030109961579689024,1.0476030841434798e-05
btu,76,75,1,0.00022058204636286327,0.00030109961579689024,1.0476030841434798e-05
advanc,76,36,40,0.00022058204636286327,0.00014452781558250733,0.00041904123365739187
reader,76,1,75,0.00022058204636286327,4.014661543958536e-06,0.0007857023131076098
enerfin,76,76,0,0.00022058204636286327,0.0003051142773408488,0.0
coupl,76,61,15,0.00022058204636286327,0.0002448943541814707,0.00015714046262152196
consult,75,13,62,0.0002176796510159835,5.219060007146097e-05,0.0006495139121689574
certain,75,19,56,0.0002176796510159835,7.62785693352122e-05,0.0005866577271203486
superti,75,75,0,0.0002176796510159835,0.00030109961579689024,0.0
sun,75,47,28,0.0002176796510159835,0.00018868909256605123,0.0002933288635601743
monitor,75,60,15,0.0002176796510159835,0.0002408796926375122,0.00015714046262152196
post,75,59,16,0.0002176796510159835,0.00023686503109355365,0.00016761649346295676
went,75,55,20,0.0002176796510159835,0.0002208063849177195,0.00020952061682869594
tina,75,73,2,0.0002176796510159835,0.00029307029270897315,2.0952061682869596e-05
hello,75,16,59,0.0002176796510159835,6.423458470333658e-05,0.000618085819644653
expedia,74,74,0,0.0002147772556691037,0.0002970849542529317,0.0
hey,74,44,30,0.0002147772556691037,0.0001766451079341756,0.0003142809252430439
school,74,52,22,0.0002147772556691037,0.0002087624002858439,0.00023047267851156555
enough,74,42,32,0.0002147772556691037,0.00016861578484625854,0.00033523298692591353
non,74,54,20,0.0002147772556691037,0.00021679172337376096,0.00020952061682869594
weight,74,2,72,0.0002147772556691037,8.029323087917072e-06,0.0007542742205833054
entri,74,60,14,0.0002147772556691037,0.0002408796926375122,0.00014666443178008715
pharmaci,74,0,74,0.0002147772556691037,0.0,0.000775226282266175
eric,74,65,9,0.0002147772556691037,0.00026095300035730486,9.428427757291318e-05
biz,74,0,74,0.0002147772556691037,0.0,0.000775226282266175
moopid,73,0,73,0.00021187486032222394,0.0,0.0007647502514247402
text,73,26,47,0.00021187486032222394,0.00010438120014292195,0.0004923734495474355
attent,73,41,32,0.00021187486032222394,0.0001646011233023,0.00033523298692591353
air,73,34,39,0.00021187486032222394,0.00013649849249459026,0.00040856520281595707
pool,73,66,7,0.00021187486032222394,0.0002649676619012634,7.333221589004358e-05
bodi,73,6,67,0.00021187486032222394,2.408796926375122e-05,0.0007018940663761314
goal,73,31,42,0.00021187486032222394,0.00012445450786271464,0.0004399932953402615
phillip,73,70,3,0.00021187486032222394,0.00028102630807709755,3.142809252430439e-05
agent,73,39,34,0.00021187486032222394,0.00015657180021438292,0.0003561850486087831
carri,73,32,41,0.00021187486032222394,0.00012846916940667316,0.0004295172644988267
cell,73,64,9,0.00021187486032222394,0.0002569383388133463,9.428427757291318e-05
half,73,25,48,0.00021187486032222394,0.00010036653859896341,0.0005028494803888703
hotlist,73,0,73,0.00021187486032222394,0.0,0.0007647502514247402
match,73,49,24,0.00021187486032222394,0.0001967184156539683,0.00025142474019443513
intrast,73,73,0,0.00021187486032222394,0.00029307029270897315,0.0
neon,73,73,0,0.00021187486032222394,0.00029307029270897315,0.0
sex,73,1,72,0.00021187486032222394,4.014661543958536e-06,0.0007542742205833054
photoshop,72,0,72,0.00020897246497534415,0.0,0.0007542742205833054
draw,72,10,62,0.00020897246497534415,4.014661543958537e-05,0.0006495139121689574
charlott,72,67,5,0.00020897246497534415,0.00026898232344522196,5.2380154207173984e-05
acquisit,72,14,58,0.00020897246497534415,5.6205261615419515e-05,0.0006076097888032182
earn,72,29,43,0.00020897246497534415,0.00011642518477479757,0.0004504693261816963
perfect,72,17,55,0.00020897246497534415,6.824924624729513e-05,0.0005761816962789138
tisdal,72,72,0,0.00020897246497534415,0.00028905563116501465,0.0
rest,72,47,25,0.00020897246497534415,0.00018868909256605123,0.00026190077103586994
button,72,48,24,0.00020897246497534415,0.00019270375411000975,0.00025142474019443513
cheap,72,2,70,0.00020897246497534415,8.029323087917072e-06,0.0007333221589004358
seem,72,55,17,0.00020897246497534415,0.0002208063849177195,0.00017809252430439154
terri,72,69,3,0.00020897246497534415,0.000277011646533139,3.142809252430439e-05
simpli,72,33,39,0.00020897246497534415,0.0001324838309506317,0.00040856520281595707
fast,71,19,52,0.00020607006962846438,7.62785693352122e-05,0.0005447536037546095
comsubject,71,71,0,0.00020607006962846438,0.0002850409696210561,0.0
dynegi,71,71,0,0.00020607006962846438,0.0002850409696210561,0.0
fwd,71,46,25,0.00020607006962846438,0.00018467443102209268,0.00026190077103586994
sunday,71,58,13,0.00020607006962846438,0.00023285036954959513,0.00013618840093865237
transit,70,63,7,0.0002031676742815846,0.0002529236772693878,7.333221589004358e-05
none,70,21,49,0.0002031676742815846,8.430789242312927e-05,0.0005133255112303051
trtrtd,70,0,70,0.0002031676742815846,0.0,0.0007333221589004358
broker,70,38,32,0.0002031676742815846,0.0001525571386704244,0.00033523298692591353
research,70,39,31,0.0002031676742815846,0.00015657180021438292,0.0003247569560844787
black,70,43,27,0.0002031676742815846,0.00017263044639021706,0.0002828528327187395
elizabeth,70,67,3,0.0002031676742815846,0.00026898232344522196,3.142809252430439e-05
instal,70,44,26,0.0002031676742815846,0.0001766451079341756,0.00027237680187730475
licens,70,7,63,0.0002031676742815846,2.8102630807709757e-05,0.0006599899430103923
ago,70,35,35,0.0002031676742815846,0.00014051315403854878,0.0003666610794502179
respond,70,59,11,0.0002031676742815846,0.00023686503109355365,0.00011523633925578277
ceo,69,41,28,0.00020026527893470482,0.0001646011233023,0.0002933288635601743
wide,69,9,60,0.00020026527893470482,3.613195389562683e-05,0.0006285618504860878
gift,69,49,20,0.00020026527893470482,0.0001967184156539683,0.00020952061682869594
american,69,34,35,0.00020026527893470482,0.00013649849249459026,0.0003666610794502179
player,69,44,25,0.00020026527893470482,0.0001766451079341756,0.00026190077103586994
middl,69,13,56,0.00020026527893470482,5.219060007146097e-05,0.0005866577271203486
forth,69,44,25,0.00020026527893470482,0.0001766451079341756,0.00026190077103586994
averag,69,41,28,0.00020026527893470482,0.0001646011233023,0.0002933288635601743
mop,69,68,1,0.00020026527893470482,0.0002729969849891805,1.0476030841434798e-05
blue,69,56,13,0.00020026527893470482,0.00022482104646167806,0.00013618840093865237
attend,69,56,13,0.00020026527893470482,0.00022482104646167806,0.00013618840093865237
river,69,49,20,0.00020026527893470482,0.0001967184156539683,0.00020952061682869594
dealer,68,1,67,0.00019736288358782503,4.014661543958536e-06,0.0007018940663761314
hesco,68,68,0,0.00019736288358782503,0.0002729969849891805,0.0
svc,68,66,2,0.00019736288358782503,0.0002649676619012634,2.0952061682869596e-05
hot,68,8,60,0.00019736288358782503,3.211729235166829e-05,0.0006285618504860878
gulf,68,66,2,0.00019736288358782503,0.0002649676619012634,2.0952061682869596e-05
instant,68,14,54,0.00019736288358782503,5.6205261615419515e-05,0.000565705665437479
relief,68,17,51,0.00019736288358782503,6.824924624729513e-05,0.0005342775729131747
advantag,67,22,45,0.00019446048824094526,8.83225539670878e-05,0.00047142138786456585
held,67,45,22,0.00019446048824094526,0.00018065976947813416,0.00023047267851156555
hakemack,67,67,0,0.00019446048824094526,0.00026898232344522196,0.0
olsen,67,67,0,0.00019446048824094526,0.00026898232344522196,0.0
tool,67,33,34,0.00019446048824094526,0.0001324838309506317,0.0003561850486087831
san,67,38,29,0.00019446048824094526,0.0001525571386704244,0.0003038048944016091
consum,67,25,42,0.00019446048824094526,0.00010036653859896341,0.0004399932953402615
jill,67,65,2,0.00019446048824094526,0.00026095300035730486,2.0952061682869596e-05
fun,67,33,34,0.00019446048824094526,0.0001324838309506317,0.0003561850486087831
govern,67,20,47,0.00019446048824094526,8.029323087917073e-05,0.0004923734495474355
kimberli,67,66,1,0.00019446048824094526,0.0002649676619012634,1.0476030841434798e-05
structur,67,50,17,0.00019446048824094526,0.00020073307719792682,0.00017809252430439154
previous,66,59,7,0.00019155809289406547,0.00023686503109355365,7.333221589004358e-05
resum,66,61,5,0.00019155809289406547,0.0002448943541814707,5.2380154207173984e-05
rule,66,42,24,0.00019155809289406547,0.00016861578484625854,0.00025142474019443513
administr,66,51,15,0.00019155809289406547,0.00020474773874188537,0.00015714046262152196
yesterday,66,59,7,0.00019155809289406547,0.00023686503109355365,7.333221589004358e-05
assum,66,64,2,0.00019155809289406547,0.0002569383388133463,2.0952061682869596e-05
electr,66,48,18,0.00019155809289406547,0.00019270375411000975,0.00018856855514582635
leader,66,25,41,0.00019155809289406547,0.00010036653859896341,0.0004295172644988267
london,66,50,16,0.00019155809289406547,0.00020073307719792682,0.00016761649346295676
five,66,31,35,0.00019155809289406547,0.00012445450786271464,0.0003666610794502179
grant,66,61,5,0.00019155809289406547,0.0002448943541814707,5.2380154207173984e-05
role,66,61,5,0.00019155809289406547,0.0002448943541814707,5.2380154207173984e-05
rebecca,66,65,1,0.00019155809289406547,0.00026095300035730486,1.0476030841434798e-05
counti,66,56,10,0.00019155809289406547,0.00022482104646167806,0.00010476030841434797
integr,66,17,49,0.00019155809289406547,6.824924624729513e-05,0.0005133255112303051
mckay,65,65,0,0.0001886556975471857,0.00026095300035730486,0.0
negoti,65,32,33,0.0001886556975471857,0.00012846916940667316,0.0003457090177673483
colspan,65,0,65,0.0001886556975471857,0.0,0.0006809420046932619
whether,65,52,13,0.0001886556975471857,0.0002087624002858439,0.00013618840093865237
organ,65,46,19,0.0001886556975471857,0.00018467443102209268,0.00019904458598726116
holm,65,64,1,0.0001886556975471857,0.0002569383388133463,1.0476030841434798e-05
asap,65,64,1,0.0001886556975471857,0.0002569383388133463,1.0476030841434798e-05
competit,65,10,55,0.0001886556975471857,4.014661543958537e-05,0.0005761816962789138
situat,65,56,9,0.0001886556975471857,0.00022482104646167806,9.428427757291318e-05
pinion,65,64,1,0.0001886556975471857,0.0002569383388133463,1.0476030841434798e-05
exampl,65,30,35,0.0001886556975471857,0.0001204398463187561,0.0003666610794502179
tammi,65,64,1,0.0001886556975471857,0.0002569383388133463,1.0476030841434798e-05
bad,64,28,36,0.0001857533022003059,0.00011241052323083903,0.0003771371102916527
paper,64,39,25,0.0001857533022003059,0.00015657180021438292,0.00026190077103586994
serv,64,43,21,0.0001857533022003059,0.00017263044639021706,0.00021999664767013074
copano,64,64,0,0.0001857533022003059,0.0002569383388133463,0.0
assur,64,9,55,0.0001857533022003059,3.613195389562683e-05,0.0005761816962789138
excit,64,39,25,0.0001857533022003059,0.00015657180021438292,0.00026190077103586994
gtc,64,64,0,0.0001857533022003059,0.0002569383388133463,0.0
gome,64,64,0,0.0001857533022003059,0.0002569383388133463,0.0
dvd,64,7,57,0.0001857533022003059,2.8102630807709757e-05,0.0005971337579617834
uncertainti,64,3,61,0.0001857533022003059,1.204398463187561e-05,0.0006390378813275226
knle,64,0,64,0.0001857533022003059,0.0,0.0006704659738518271
drill,64,30,34,0.0001857533022003059,0.0001204398463187561,0.0003561850486087831
coordin,64,52,12,0.0001857533022003059,0.0002087624002858439,0.00012571237009721757
common,64,38,26,0.0001857533022003059,0.0001525571386704244,0.00027237680187730475
near,63,28,35,0.00018285090685342612,0.00011241052323083903,0.0003666610794502179
collect,63,35,28,0.00018285090685342612,0.00014051315403854878,0.0002933288635601743
prc,63,58,5,0.00018285090685342612,0.00023285036954959513,5.2380154207173984e-05
ye,63,46,17,0.00018285090685342612,0.00018467443102209268,0.00017809252430439154
louisiana,63,55,8,0.00018285090685342612,0.0002208063849177195,8.380824673147838e-05
car,63,22,41,0.00018285090685342612,8.83225539670878e-05,0.0004295172644988267
spinnak,63,61,2,0.00018285090685342612,0.0002448943541814707,2.0952061682869596e-05
prefer,63,35,28,0.00018285090685342612,0.00014051315403854878,0.0002933288635601743
appropri,63,56,7,0.00018285090685342612,0.00022482104646167806,7.333221589004358e-05
california,63,49,14,0.00018285090685342612,0.0001967184156539683,0.00014666443178008715
sheet,62,44,18,0.00017994851150654635,0.0001766451079341756,0.00018856855514582635
heard,62,42,20,0.00017994851150654635,0.00016861578484625854,0.00020952061682869594
iit,62,0,62,0.00017994851150654635,0.0,0.0006495139121689574
brazo,62,62,0,0.00017994851150654635,0.00024890901572542927,0.0
christi,62,60,2,0.00017994851150654635,0.0002408796926375122,2.0952061682869596e-05
spring,62,50,12,0.00017994851150654635,0.00020073307719792682,0.00012571237009721757
cass,62,62,0,0.00017994851150654635,0.00024890901572542927,0.0
trevino,62,61,1,0.00017994851150654635,0.0002448943541814707,1.0476030841434798e-05
valadez,62,62,0,0.00017994851150654635,0.00024890901572542927,0.0
job,62,48,14,0.00017994851150654635,0.00019270375411000975,0.00014666443178008715
exactli,62,9,53,0.00017994851150654635,3.613195389562683e-05,0.0005552296345960443
demokrito,62,0,62,0.00017994851150654635,0.0,0.0006495139121689574
foreign,62,4,58,0.00017994851150654635,1.6058646175834145e-05,0.0006076097888032182
quit,61,20,41,0.00017704611615966656,8.029323087917073e-05,0.0004295172644988267
grow,61,13,48,0.00017704611615966656,5.219060007146097e-05,0.0005028494803888703
petroleum,61,48,13,0.00017704611615966656,0.00019270375411000975,0.00013618840093865237
holiday,61,46,15,0.00017704611615966656,0.00018467443102209268,0.00015714046262152196
southern,61,53,8,0.00017704611615966656,0.00021277706182980244,8.380824673147838e-05
hous,61,23,38,0.00017704611615966656,9.233721551104634e-05,0.0003980891719745223
reveffo,61,61,0,0.00017704611615966656,0.0002448943541814707,0.0
valium,61,0,61,0.00017704611615966656,0.0,0.0006390378813275226
chad,61,58,3,0.00017704611615966656,0.00023285036954959513,3.142809252430439e-05
kim,61,56,5,0.00017704611615966656,0.00022482104646167806,5.2380154207173984e-05
corel,61,0,61,0.00017704611615966656,0.0,0.0006390378813275226
bid,61,58,3,0.00017704611615966656,0.00023285036954959513,3.142809252430439e-05
enterpris,61,12,49,0.00017704611615966656,4.817593852750244e-05,0.0005133255112303051
worth,61,21,40,0.00017704611615966656,8.430789242312927e-05,0.00041904123365739187
evergreen,61,58,3,0.00017704611615966656,0.00023285036954959513,3.142809252430439e-05
greater,61,46,15,0.00017704611615966656,0.00018467443102209268,0.00015714046262152196
digit,61,14,47,0.00017704611615966656,5.6205261615419515e-05,0.0004923734495474355
brown,61,54,7,0.00017704611615966656,0.00021679172337376096,7.333221589004358e-05
